"file","line","pattern","dependency_class","text"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","106","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GNRC"",""53.333333"",""19.879518"",""4.761905"",""42.857143"",""0.952381"",""54.285714"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","106","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GNRC"",""53.333333"",""19.879518"",""4.761905"",""42.857143"",""0.952381"",""54.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","2","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""FORM"",""94.285714"",""98.765432"",""80.0"",""6.666667"",""100.0"",""79.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","3","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""TER"",""80.0"",""93.82716"",""57.142857"",""20.0"",""99.047619"",""69.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","4","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CRWV"",""99.047619"",""100.0"",""69.52381"",""4.761905"",""98.095238"",""41.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","5","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""MCHP"",""83.809524"",""86.419753"",""80.952381"",""14.285714"",""97.142857"",""58.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","6","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""POWL"",""84.761905"",""88.888889"",""18.095238"",""19.047619"",""96.190476"",""85.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","7","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ENTG"",""86.666667"",""91.358025"",""15.238095"",""17.142857"",""95.238095"",""55.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","8","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""JBL"",""78.095238"",""81.481481"",""45.714286"",""22.857143"",""94.285714"",""60.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","9","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""TSM"",""79.047619"",""82.716049"",""44.761905"",""21.904762"",""93.333333"",""37.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","10","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""KEYS"",""61.904762"",""55.555556"",""65.714286"",""38.095238"",""92.380952"",""73.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","11","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ACLS"",""81.904762"",""85.185185"",""46.666667"",""20.952381"",""91.428571"",""75.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","12","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""IREN"",""89.52381"",""95.061728"",""97.142857"",""7.619048"",""90.47619"",""31.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","13","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""GEV"",""80.952381"",""87.654321"",""7.619048"",""24.761905"",""89.52381"",""62.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","14","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CAMT"",""97.142857"",""98.095238"",""91.428571"",""2.857143"",""88.571429"",""47.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","15","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ARM"",""85.714286"",""90.123457"",""52.380952"",""15.238095"",""87.619048"",""67.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","16","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""BTDR"",""93.333333"",""97.530864"",""40.0"",""10.47619"",""86.666667"",""39.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","17","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""AMKR"",""73.333333"",""79.012346"",""1.904762"",""32.380952"",""85.714286"",""80.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","18","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""VECO"",""70.47619"",""72.839506"",""58.095238"",""27.619048"",""84.761905"",""78.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","19","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ETR"",""58.095238"",""67.901235"",""62.857143"",""41.904762"",""83.809524"",""26.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","20","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ETN"",""72.380952"",""80.246914"",""43.809524"",""26.666667"",""82.857143"",""24.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","21","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CLS"",""91.428571"",""96.296296"",""20.0"",""11.428571"",""81.904762"",""36.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","22","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CRDO"",""77.142857"",""92.592593"",""29.52381"",""23.809524"",""80.952381"",""48.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","23","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CORZ"",""68.571429"",""71.604938"",""54.285714"",""30.47619"",""80.0"",""50.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","24","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""AVGO"",""64.761905"",""70.37037"",""39.047619"",""34.285714"",""79.047619"",""32.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","25","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""PWR"",""60.952381"",""54.320988"",""68.571429"",""37.142857"",""78.095238"",""63.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","26","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""FLR"",""98.095238"",""78.095238"",""99.047619"",""1.904762"",""77.142857"",""17.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","27","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""DELL"",""42.857143"",""74.074074"",""73.333333"",""60.952381"",""76.190476"",""80.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","28","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""COHU"",""60.0"",""69.135802"",""0.952381"",""40.952381"",""75.238095"",""77.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","29","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""AMAT"",""43.809524"",""45.679012"",""77.142857"",""58.095238"",""74.285714"",""59.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","30","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ICHR"",""40.0"",""60.493827"",""32.380952"",""59.047619"",""73.333333"",""97.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","31","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""MOD"",""45.714286"",""49.382716"",""61.904762"",""56.190476"",""72.380952"",""71.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","32","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""LRCX"",""59.047619"",""43.209877"",""23.809524"",""42.857143"",""71.428571"",""64.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","33","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""KLIC"",""10.47619"",""28.395062"",""98.095238"",""91.428571"",""70.47619"",""84.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","34","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""SNDK"",""38.095238"",""77.777778"",""41.904762"",""61.904762"",""69.52381"",""99.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","35","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""KLAC"",""44.761905"",""66.666667"",""56.190476"",""55.238095"",""68.571429"",""49.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","36","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""HUBB"",""75.238095"",""71.428571"",""51.428571"",""25.714286"",""67.619048"",""18.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","37","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""LITE"",""16.190476"",""51.851852"",""70.47619"",""86.666667"",""66.666667"",""95.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","38","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""WDC"",""41.904762"",""65.432099"",""25.714286"",""57.142857"",""65.714286"",""91.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","39","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""AMZN"",""63.809524"",""61.728395"",""5.714286"",""40.0"",""64.761905"",""38.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","40","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""MKSI"",""19.047619"",""38.271605"",""63.809524"",""81.904762"",""63.809524"",""72.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","41","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ANET"",""76.190476"",""70.47619"",""89.52381"",""16.190476"",""62.857143"",""20.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","42","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CIFR"",""71.428571"",""75.308642"",""24.761905"",""28.571429"",""61.904762"",""44.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","43","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""INTC"",""22.857143"",""76.54321"",""47.619048"",""78.095238"",""60.952381"",""96.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","44","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""APH"",""92.380952"",""32.380952"",""92.380952"",""8.571429"",""60.0"",""9.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","45","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""MPWR"",""57.142857"",""39.506173"",""28.571429"",""43.809524"",""59.047619"",""66.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","46","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""SOXX"",""29.52381"",""40.740741"",""74.285714"",""75.238095"",""58.095238"",""68.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","47","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""FN"",""39.047619"",""59.259259"",""71.428571"",""64.761905"",""57.142857"",""54.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","48","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""GLW"",""7.619048"",""30.864198"",""88.571429"",""93.333333"",""56.190476"",""83.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","49","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""SMH"",""30.47619"",""35.802469"",""76.190476"",""74.285714"",""55.238095"",""56.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","50","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""NXPI"",""62.857143"",""64.197531"",""64.761905"",""36.190476"",""54.285714"",""45.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","51","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ECL"",""82.857143"",""32.380952"",""67.619048"",""18.095238"",""53.333333"",""10.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","52","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ACMR"",""5.714286"",""32.380952"",""94.285714"",""97.142857"",""52.380952"",""53.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","53","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""VST"",""90.47619"",""32.380952"",""83.809524"",""9.52381"",""51.428571"",""5.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","54","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""QCOM"",""13.333333"",""83.950617"",""86.666667"",""89.52381"",""50.47619"",""43.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","55","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ACM"",""96.190476"",""32.380952"",""93.333333"",""3.809524"",""49.52381"",""0.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","56","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""FLEX"",""21.904762"",""41.975309"",""90.47619"",""84.761905"",""48.571429"",""88.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","57","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""MSFT"",""65.714286"",""64.761905"",""30.47619"",""33.333333"",""47.619048"",""11.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","58","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CEG"",""95.238095"",""32.380952"",""84.761905"",""5.714286"",""46.666667"",""6.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","59","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""D"",""46.666667"",""32.380952"",""49.52381"",""54.285714"",""45.714286"",""16.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","60","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""STX"",""33.333333"",""50.617284"",""19.047619"",""66.666667"",""44.761905"",""93.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","61","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CARR"",""74.285714"",""74.285714"",""3.809524"",""31.428571"",""43.809524"",""25.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","62","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""NET"",""100.0"",""32.380952"",""100.0"",""0.952381"",""42.857143"",""13.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","63","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""ASML"",""40.952381"",""34.567901"",""59.047619"",""60.0"",""41.904762"",""40.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","64","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""CIEN"",""54.285714"",""33.333333"",""38.095238"",""47.619048"",""40.952381"",""92.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","65","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""SOXL"",""12.380952"",""56.790123"",""35.238095"",""85.714286"",""40.0"",""98.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","66","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","""2026-05-14"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"",""BE"",""47.619048"",""48.148148"",""40.952381"",""53.333333"",""39.047619"",""89.52381"""
